Ocena dokonèanih stanovanj po številu sob in površini, po obèinah, Slovenija, letno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OBÈINE;MERITVE;2010 Stanovanja - SKUPAJ;2010 Enosobna;2010 Dvosobna;2010 Trisobna;2010 Štirisobna;2010 Pet- in veèsobna;2011 Stanovanja - SKUPAJ;2011 Enosobna;2011 Dvosobna;2011 Trisobna;2011 Štirisobna;2011 Pet- in veèsobna;2012 Stanovanja - SKUPAJ;2012 Enosobna;2012 Dvosobna;2012 Trisobna;2012 Štirisobna;2012 Pet- in veèsobna;2013 Stanovanja - SKUPAJ;2013 Enosobna;2013 Dvosobna;2013 Trisobna;2013 Štirisobna;2013 Pet- in veèsobna;2014 Stanovanja - SKUPAJ;2014 Enosobna;2014 Dvosobna;2014 Trisobna;2014 Štirisobna;2014 Pet- in veèsobna;2015 Stanovanja - SKUPAJ;2015 Enosobna;2015 Dvosobna;2015 Trisobna;2015 Štirisobna;2015 Pet- in veèsobna;2016 Stanovanja - SKUPAJ;2016 Enosobna;2016 Dvosobna;2016 Trisobna;2016 Štirisobna;2016 Pet- in veèsobna;2017 Stanovanja - SKUPAJ;2017 Enosobna;2017 Dvosobna;2017 Trisobna;2017 Štirisobna;2017 Pet- in veèsobna;2018 Stanovanja - SKUPAJ;2018 Enosobna;2018 Dvosobna;2018 Trisobna;2018 Štirisobna;2018 Pet- in veèsobna;2019 Stanovanja - SKUPAJ;2019 Enosobna;2019 Dvosobna;2019 Trisobna;2019 Štirisobna;2019 Pet- in veèsobna;2020 Stanovanja - SKUPAJ;2020 Enosobna;2020 Dvosobna;2020 Trisobna;2020 Štirisobna;2020 Pet- in veèsobna
Starše;Število;13;0;0;3;0;10;14;0;1;1;5;7;10;2;0;0;2;6;5;0;0;0;2;3;6;0;0;0;3;3;7;0;0;1;2;4;7;0;0;4;1;2;10;0;0;4;4;2;11;0;0;1;4;6;9;0;1;2;3;3;12;0;0;1;0;11
Starše;Površina [m2];2261;0;0;323;0;1938;2026;0;34;135;682;1175;1720;78;0;0;312;1330;923;0;0;0;347;576;911;0;0;0;427;484;1066;0;0;86;217;763;1052;0;0;432;213;407;1352;0;0;491;568;293;1487;0;0;77;672;738;1384;0;35;236;385;728;1999;0;0;106;0;1893
Straža;Število;5;1;0;0;1;3;1;0;1;0;0;0;3;1;0;0;0;2;2;0;0;0;1;1;3;1;0;0;0;2;1;0;0;0;0;1;5;0;0;0;1;4;12;0;0;0;1;11;8;0;0;0;0;8;10;0;1;0;2;7;11;0;0;0;2;9
Straža;Površina [m2];790;21;0;0;244;525;64;0;64;0;0;0;321;35;0;0;0;286;252;0;0;0;110;142;333;61;0;0;0;272;164;0;0;0;0;164;907;0;0;0;224;683;2158;0;0;0;215;1943;1750;0;0;0;0;1750;1313;0;61;0;288;964;1970;0;0;0;253;1717
Sveta Ana;Število;9;0;1;1;1;6;8;0;0;3;1;4;11;0;0;4;3;4;14;0;1;0;5;8;6;0;0;0;2;4;4;0;0;2;0;2;21;1;7;7;2;4;10;0;0;2;4;4;6;0;1;1;1;3;25;1;9;2;10;3;6;0;0;0;3;3
Sveta Ana;Površina [m2];1675;0;33;88;140;1414;1302;0;0;273;180;849;2119;0;0;678;509;932;2536;0;70;0;829;1637;1122;0;0;0;404;718;864;0;0;193;0;671;2491;38;448;657;350;998;2001;0;0;164;894;943;1302;0;387;77;269;569;2711;50;715;184;1155;607;936;0;0;0;427;509
Sveta Trojica v Slov. goricah*;Število;9;0;0;5;2;2;9;0;1;1;4;3;7;0;0;0;5;2;6;0;0;1;5;0;6;0;0;1;1;4;10;0;1;1;2;6;5;1;0;1;1;2;5;0;0;1;1;3;34;2;1;2;26;3;8;0;0;1;1;6;8;0;0;2;3;3
Sveta Trojica v Slov. goricah*;Površina [m2];1491;0;0;817;182;492;1593;0;56;124;762;651;1604;0;0;0;942;662;756;0;0;80;676;0;960;0;0;99;100;761;1548;0;33;54;252;1209;994;55;0;78;285;576;1297;0;0;178;210;909;4458;101;174;267;3348;568;1451;0;0;160;141;1150;1173;0;0;303;399;471
Sveti Andraž v Slov. goricah;Število;0;0;0;0;0;0;8;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;6;2;1;1;1;1;3;0;0;0;1;2;2;0;0;0;0;2;3;0;0;1;1;1;4;0;1;0;1;2
Sveti Andraž v Slov. goricah;Površina [m2];0;0;0;0;0;0;1292;30;0;0;556;706;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;120;0;120;0;0;0;0;120;666;51;57;334;97;127;781;0;0;0;98;683;354;0;0;0;0;354;725;0;0;185;354;186;682;0;37;0;141;504
Sveti Jurij ob Šèavnici;Število;12;1;0;2;4;5;8;0;1;1;1;5;7;0;1;0;1;5;8;0;2;2;1;3;13;0;2;2;3;6;8;1;4;0;2;1;9;0;2;4;1;2;9;1;1;0;3;4;6;0;0;3;2;1;5;0;0;2;3;0;6;1;0;1;2;2
Sveti Jurij ob Šèavnici;Površina [m2];2353;52;0;405;886;1010;1710;0;72;91;196;1351;1690;0;197;0;198;1295;1154;0;205;168;214;567;2244;0;365;277;439;1163;877;28;283;0;340;226;1153;0;214;382;166;391;1477;51;100;0;488;838;1262;0;0;405;459;398;903;0;0;405;498;0;792;30;0;130;338;294
Sveti Jurij v Slov. goricah;Število;5;0;0;0;2;3;7;0;0;1;1;5;7;0;0;1;4;2;12;1;1;0;5;5;8;0;1;0;2;5;5;0;0;0;2;3;4;0;0;1;1;2;4;0;0;1;2;1;4;0;1;2;0;1;3;0;1;0;0;2;3;1;0;1;1;0
Sveti Jurij v Slov. goricah;Površina [m2];874;0;0;0;341;533;1302;0;0;64;115;1123;892;0;0;85;502;305;1587;33;109;0;739;706;1513;0;131;0;246;1136;1312;0;0;0;762;550;717;0;0;68;193;456;621;0;0;112;307;202;515;0;77;184;0;254;397;0;42;0;0;355;348;62;0;104;182;0
Sveti Tomaž;Število;5;0;0;3;1;1;6;0;2;0;2;2;8;0;1;2;4;1;3;0;0;0;1;2;4;0;0;2;2;0;7;2;0;0;1;4;6;0;2;2;0;2;5;0;0;1;0;4;6;1;1;3;0;1;3;0;0;0;2;1;6;0;1;1;2;2
Sveti Tomaž;Površina [m2];562;0;0;313;105;144;564;0;98;0;203;263;878;0;53;192;501;132;377;0;0;0;144;233;434;0;0;187;247;0;704;128;0;0;98;478;455;0;78;159;0;218;697;0;0;70;0;627;570;47;79;323;0;121;381;0;0;0;237;144;777;0;40;100;230;407
Šalovci;Število;3;0;0;0;1;2;5;0;0;2;1;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;0;2;3;0;0;2;0;1;2;1;0;0;1;0;4;0;0;3;0;1;2;0;0;1;1;0;6;1;1;0;2;2;1;0;0;1;0;0
Šalovci;Površina [m2];392;0;0;0;76;316;909;0;0;228;226;455;135;0;0;135;0;0;0;0;0;0;0;0;392;0;64;0;0;328;380;0;0;223;0;157;293;50;0;0;243;0;571;0;0;439;0;132;234;0;0;150;84;0;619;21;52;0;266;280;112;0;0;112;0;0
Šempeter - Vrtojba;Število;63;60;0;1;2;0;7;0;0;2;2;3;5;0;0;1;2;2;2;0;0;0;0;2;7;0;0;1;1;5;6;0;0;1;2;3;10;0;0;2;3;5;8;0;0;2;4;2;13;0;0;2;2;9;1;0;0;0;1;0;4;0;0;0;1;3
Šempeter - Vrtojba;Površina [m2];2801;2328;0;135;338;0;1152;0;0;289;281;582;763;0;0;233;266;264;540;0;0;0;0;540;1094;0;0;100;167;827;1041;0;0;308;282;451;1339;0;0;109;342;888;964;0;0;154;410;400;1330;0;0;74;88;1168;247;0;0;0;247;0;681;0;0;0;148;533
Šenèur;Število;22;0;0;1;6;15;24;0;0;1;10;13;18;0;0;2;0;16;15;0;0;0;3;12;11;0;0;2;3;6;14;0;0;4;3;7;11;1;0;0;4;6;9;0;3;1;3;2;16;1;1;2;6;6;13;0;0;1;3;9;11;0;0;0;3;8
Šenèur;Površina [m2];5094;0;0;95;1304;3695;3607;0;0;118;1246;2243;3653;0;0;251;0;3402;3161;0;0;0;597;2564;1763;0;0;325;411;1027;2213;0;0;377;448;1388;2344;204;0;0;650;1490;910;0;230;48;312;320;2483;80;125;237;695;1346;2414;0;0;100;460;1854;1654;0;0;0;411;1243
Šentilj;Število;110;5;41;21;8;35;34;0;1;4;6;23;28;0;3;11;7;7;28;1;0;1;13;13;14;0;0;2;3;9;15;0;1;2;8;4;15;0;0;1;7;7;10;0;1;3;2;4;17;4;7;0;4;2;16;0;0;1;5;10;15;0;0;2;10;3
Šentilj;Površina [m2];12808;232;3252;2632;930;5762;5576;0;156;420;825;4175;3416;0;205;1039;941;1231;3975;46;0;175;1592;2162;2291;0;0;206;365;1720;2294;0;52;155;1312;775;2620;0;0;154;1084;1382;1410;0;120;453;262;575;1577;208;417;0;615;337;2243;0;0;98;570;1575;2433;0;0;269;1363;801
Šentjernej;Število;9;0;1;0;3;5;11;1;0;3;2;5;11;0;0;1;4;6;17;0;0;3;5;9;19;1;0;1;2;15;28;1;4;2;2;19;25;0;0;2;4;19;26;0;0;3;2;21;24;0;0;3;4;17;18;0;0;2;1;15;25;0;0;5;4;16
Šentjernej;Površina [m2];1623;0;201;0;474;948;1607;54;0;338;317;898;1442;0;0;99;239;1104;2636;0;0;392;649;1595;3181;40;0;89;302;2750;3807;26;204;207;219;3151;4013;0;0;206;451;3356;4113;0;0;165;314;3634;3823;0;0;354;629;2840;2684;0;0;169;105;2410;3934;0;0;357;640;2937
Šentjur;Število;69;0;3;9;23;34;60;1;6;4;19;30;47;1;1;4;9;32;36;1;0;5;18;12;45;2;2;3;8;30;33;1;4;1;7;20;32;0;2;3;4;23;37;1;3;1;12;20;46;0;2;3;9;32;45;1;12;2;11;19;42;1;2;1;10;28
Šentjur;Površina [m2];12717;0;282;1319;5098;6018;12043;80;762;791;4269;6141;8529;79;38;406;1391;6615;5943;76;0;679;2959;2229;6543;55;143;498;902;4945;4694;16;163;61;1168;3286;4540;0;244;349;423;3524;6241;89;194;57;1877;4024;8254;0;72;592;1446;6144;5712;62;1052;196;1372;3030;6338;80;232;164;1241;4621
Šentrupert;Število;3;0;1;0;0;2;5;0;0;1;1;3;6;0;0;0;0;6;9;1;0;1;2;5;6;0;1;0;1;4;17;1;1;2;4;9;8;0;0;1;4;3;17;1;3;7;4;2;13;0;0;4;4;5;3;0;2;0;1;0;7;0;0;1;1;5
Šentrupert;Površina [m2];630;0;132;0;0;498;1226;0;0;108;168;950;1454;0;0;0;0;1454;1439;51;0;108;319;961;1132;0;97;0;178;857;2992;29;115;280;530;2038;1451;0;0;52;624;775;2541;63;274;820;722;662;2602;0;0;574;788;1240;264;0;167;0;97;0;963;0;0;128;182;653
Škocjan;Število;9;0;0;2;3;4;3;0;0;1;1;1;4;0;0;1;0;3;8;1;1;0;1;5;3;0;0;0;1;2;12;1;0;0;0;11;5;0;1;0;0;4;8;0;1;2;1;4;7;0;0;0;0;7;9;0;0;1;0;8;10;0;0;1;4;5
Škocjan;Površina [m2];1399;0;0;246;462;691;302;0;0;76;71;155;576;0;0;113;0;463;1260;45;80;0;131;1004;494;0;0;0;115;379;1757;48;0;0;0;1709;639;0;46;0;0;593;1131;0;100;182;198;651;1218;0;0;0;0;1218;1380;0;0;78;0;1302;1453;0;0;96;527;830
Škofja Loka;Število;100;2;5;28;27;38;47;0;1;6;14;26;45;0;2;3;8;32;86;9;38;2;18;19;43;3;2;3;12;23;51;0;2;11;14;24;31;0;0;6;8;17;27;0;2;5;7;13;41;3;1;6;5;26;42;1;10;10;12;9;35;1;1;5;7;21
Škofja Loka;Površina [m2];17737;169;746;4915;5042;6865;10094;0;68;939;2454;6633;10314;0;148;378;1589;8199;10977;441;2505;240;3038;4753;8925;154;105;452;3007;5207;10611;0;129;1541;2940;6001;5907;0;0;584;1360;3963;5770;0;287;877;1466;3140;8509;254;59;1058;1023;6115;5385;31;329;1261;2149;1615;6967;66;77;1122;1492;4210
Škofljica;Število;30;0;0;0;4;26;9;1;0;0;4;4;53;5;9;18;12;9;16;0;0;0;7;9;60;43;6;0;2;9;9;0;0;0;1;8;9;0;0;1;0;8;19;1;0;0;8;10;70;13;21;21;7;8;17;0;2;3;3;9;20;0;0;1;9;10
Škofljica;Površina [m2];3789;0;0;0;439;3350;1528;31;0;0;426;1071;5138;165;558;1547;1235;1633;2308;0;0;0;824;1484;3833;1732;375;0;226;1500;1880;0;0;0;189;1691;1889;0;0;120;0;1769;3283;40;0;0;1213;2030;5981;639;1261;1501;614;1966;3828;0;334;473;720;2301;3088;0;0;108;1023;1957
Šmarje pri Jelšah;Število;34;0;3;5;5;21;34;0;1;6;6;21;39;5;9;4;4;17;30;1;0;0;7;22;25;0;1;4;3;17;27;0;2;2;4;19;21;1;2;3;4;11;11;0;0;1;2;8;21;0;1;2;3;15;21;0;3;3;1;14;18;0;0;2;4;12
Šmarje pri Jelšah;Površina [m2];3879;0;194;356;520;2809;4579;0;30;517;571;3461;4253;195;496;360;466;2736;4513;40;0;0;857;3616;3362;0;60;317;299;2686;3882;0;148;155;453;3126;2627;25;104;343;379;1776;1572;0;0;191;189;1192;2966;0;47;221;449;2249;2728;0;274;212;131;2111;2617;0;0;203;467;1947
Šmarješke Toplice;Število;8;0;0;2;2;4;9;1;0;0;3;5;2;0;0;0;0;2;5;0;1;0;0;4;4;0;0;1;0;3;11;2;0;4;0;5;9;1;1;0;4;3;14;1;1;1;2;9;10;0;0;1;2;7;3;0;0;2;0;1;4;0;0;2;1;1
Šmarješke Toplice;Površina [m2];1162;0;0;212;222;728;1425;60;0;0;456;909;326;0;0;0;0;326;683;0;96;0;0;587;980;0;0;146;0;834;1469;106;0;440;0;923;1301;38;52;0;659;552;2507;45;78;167;318;1899;1474;0;0;150;247;1077;702;0;0;462;0;240;746;0;0;234;178;334
Šmartno ob Paki;Število;11;0;1;0;3;7;15;0;0;2;11;2;14;0;0;0;0;14;12;0;0;1;3;8;5;0;0;1;0;4;13;0;6;1;3;3;11;0;0;0;2;9;8;1;0;1;1;5;12;0;0;8;1;3;6;0;0;0;3;3;4;0;0;0;3;1
Šmartno ob Paki;Površina [m2];1886;0;35;0;487;1364;2165;0;0;154;1751;260;2345;0;0;0;0;2345;2059;0;0;117;450;1492;919;0;0;126;0;793;1439;0;241;85;356;757;1359;0;0;0;178;1181;1217;51;0;157;139;870;1153;0;0;608;126;419;868;0;0;0;312;556;387;0;0;0;255;132
Šmartno pri Litiji;Število;28;12;1;1;7;7;31;8;6;3;2;12;18;0;1;4;4;9;7;0;0;1;2;4;16;0;0;1;2;13;12;0;4;2;1;5;7;1;0;1;1;4;13;0;1;0;3;9;9;0;0;1;1;7;9;0;0;1;0;8;6;0;0;0;1;5
Šmartno pri Litiji;Površina [m2];3135;312;167;57;1147;1452;3828;383;323;320;365;2437;2512;0;38;304;402;1768;1291;0;0;128;342;821;2809;0;0;77;423;2309;1276;0;230;96;60;890;1261;175;0;106;142;838;2371;0;65;0;497;1809;1747;0;0;186;201;1360;1732;0;0;83;0;1649;695;0;0;0;90;605
Šoštanj;Število;16;0;1;5;5;5;23;0;0;3;3;17;21;1;0;2;11;7;10;0;0;2;4;4;25;0;0;1;7;17;23;3;4;2;1;13;11;0;0;2;2;7;23;1;6;6;3;7;12;0;1;0;1;10;6;0;0;0;0;6;4;0;0;1;1;2
Šoštanj;Površina [m2];2947;0;68;1165;712;1002;3640;0;0;249;642;2749;3784;39;0;243;1790;1712;1617;0;0;233;764;620;4374;0;0;140;1249;2985;3239;163;180;140;95;2661;1852;0;0;249;256;1347;2379;50;387;587;362;993;1947;0;60;0;225;1662;1071;0;0;0;0;1071;570;0;0;87;213;270
Štore;Število;5;0;0;1;1;3;5;0;0;1;0;4;6;0;1;0;1;4;5;0;0;2;3;0;4;0;0;1;1;2;1;0;1;0;0;0;7;0;0;3;1;3;2;0;0;0;2;0;1;0;0;0;1;0;1;0;0;0;1;0;4;0;0;0;2;2
Štore;Površina [m2];1066;0;0;114;194;758;787;0;0;60;0;727;1125;0;62;0;203;860;872;0;0;237;635;0;913;0;0;286;243;384;82;0;82;0;0;0;1395;0;0;540;218;637;384;0;0;0;384;0;205;0;0;0;205;0;170;0;0;0;170;0;808;0;0;0;358;450
Tabor;Število;10;0;0;0;7;3;5;0;0;1;3;1;5;0;0;1;3;1;2;0;0;0;2;0;6;1;0;0;1;4;2;0;0;0;0;2;2;0;0;0;1;1;2;0;0;0;1;1;2;0;0;0;0;2;0;0;0;0;0;0;5;0;0;1;4;0
Tabor;Površina [m2];1710;0;0;0;1230;480;915;0;0;134;618;163;990;0;0;141;667;182;232;0;0;0;232;0;1027;30;0;0;191;806;407;0;0;0;0;407;330;0;0;0;162;168;440;0;0;0;176;264;288;0;0;0;0;288;0;0;0;0;0;0;748;0;0;133;615;0
Tišina;Število;18;0;3;1;6;8;6;0;0;3;1;2;6;0;1;2;1;2;5;0;0;2;1;2;10;1;1;5;1;2;4;0;0;0;2;2;18;8;0;1;3;6;11;0;0;3;4;4;3;0;0;0;1;2;13;1;0;1;2;9;7;0;0;0;2;5
Tišina;Površina [m2];2649;0;198;101;732;1618;783;0;0;334;157;292;851;0;63;162;178;448;893;0;0;171;190;532;1213;45;39;547;108;474;623;0;0;0;342;281;1907;302;0;80;389;1136;1765;0;0;540;501;724;502;0;0;0;132;370;1834;68;0;109;319;1338;1362;0;0;0;212;1150
Tolmin;Število;16;1;0;4;5;6;20;1;4;3;2;10;53;0;14;20;15;4;11;0;2;2;2;5;20;0;2;2;3;13;9;1;2;3;2;1;23;1;1;1;9;11;20;1;3;2;5;9;8;1;1;0;4;2;12;0;0;0;4;8;9;1;0;1;4;3
Tolmin;Površina [m2];2132;134;0;417;656;925;2450;27;143;227;216;1837;4245;0;875;1240;1445;685;1548;0;113;217;406;812;4244;0;154;390;567;3133;1300;44;152;507;408;189;4558;193;112;184;1532;2537;3275;37;359;265;755;1859;1062;59;104;0;398;501;2262;0;0;0;653;1609;1517;32;0;109;750;626
Trbovlje;Število;6;0;0;0;3;3;37;0;21;0;14;2;7;0;0;1;4;2;6;0;0;3;0;3;6;0;1;2;1;2;5;0;0;2;0;3;25;2;7;10;5;1;7;1;1;0;0;5;3;0;1;1;0;1;3;1;0;0;0;2;12;2;0;7;2;1
Trbovlje;Površina [m2];1303;0;0;0;607;696;3211;0;990;0;1806;415;1442;0;0;66;953;423;812;0;0;270;0;542;833;0;58;165;171;439;719;0;0;153;0;566;2406;190;361;836;747;272;1073;45;133;0;0;895;368;0;46;76;0;246;407;153;0;0;0;254;1686;302;0;912;302;170
Trebnje;Število;47;4;5;7;11;20;58;2;7;4;16;29;31;1;2;0;7;21;35;1;0;5;10;19;18;1;0;1;3;13;22;2;2;2;4;12;34;0;2;6;12;14;39;1;0;9;17;12;34;2;5;5;12;10;43;0;0;5;7;31;28;1;3;6;5;13
Trebnje;Površina [m2];7907;135;494;789;1895;4594;11282;58;565;400;2847;7412;6521;24;130;0;1064;5303;6589;31;0;392;1584;4582;3483;26;0;95;472;2890;3513;70;190;267;534;2452;6831;0;202;677;2010;3942;7180;52;0;1138;2784;3206;5114;70;500;700;1864;1980;4615;0;0;634;960;3021;3279;120;238;558;690;1673
Trnovska vas;Število;1;1;0;0;0;0;6;0;0;0;2;4;4;0;0;0;1;3;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;3;0;0;0;2;1;2;0;0;0;1;1;7;2;0;1;1;3;9;0;0;4;4;1;0;0;0;0;0;0
Trnovska vas;Površina [m2];26;26;0;0;0;0;1033;0;0;0;501;532;765;0;0;0;100;665;117;0;0;0;117;0;191;0;0;0;191;0;141;0;0;0;0;141;406;0;0;0;236;170;296;0;0;0;116;180;1009;126;0;55;145;683;1396;0;0;746;591;59;0;0;0;0;0;0
Trzin;Število;1;0;0;0;0;1;5;2;0;1;0;2;8;1;1;1;3;2;5;1;0;0;0;4;3;0;0;0;0;3;4;0;0;0;1;3;4;0;0;0;0;4;3;0;0;0;0;3;4;0;0;0;0;4;4;0;0;0;0;4;9;0;0;0;0;9
Trzin;Površina [m2];161;0;0;0;0;161;369;76;0;59;0;234;569;20;32;45;207;265;623;265;0;0;0;358;1050;0;0;0;0;1050;706;0;0;0;186;520;595;0;0;0;0;595;401;0;0;0;0;401;532;0;0;0;0;532;675;0;0;0;0;675;1387;0;0;0;0;1387
Tržiè;Število;18;1;0;2;0;15;12;1;1;0;1;9;21;0;1;3;1;16;18;0;2;6;1;9;11;0;1;0;8;2;18;0;1;4;4;9;14;1;2;3;2;6;7;0;1;1;1;4;8;0;0;0;1;7;5;0;0;0;4;1;10;0;1;1;2;6
Tržiè;Površina [m2];2709;34;0;244;0;2431;2165;43;147;0;87;1888;3433;0;52;237;113;3031;2468;0;192;552;130;1594;1692;0;59;0;1230;403;2693;0;33;482;647;1531;1980;111;132;333;283;1121;868;0;107;122;97;542;1510;0;0;0;218;1292;733;0;0;0;604;129;1807;0;85;99;414;1209
Turnišèe;Število;7;0;4;0;1;2;5;0;1;1;1;2;11;0;0;0;2;9;9;1;0;1;4;3;6;1;1;0;4;0;8;1;0;0;2;5;3;0;0;0;1;2;8;0;0;3;4;1;2;0;0;0;1;1;3;0;0;2;0;1;5;0;0;0;0;5
Turnišèe;Površina [m2];755;0;270;0;170;315;833;0;78;154;135;466;2468;0;0;0;285;2183;1213;21;0;60;454;678;700;78;67;0;555;0;1129;31;0;0;298;800;385;0;0;0;100;285;712;0;0;202;375;135;408;0;0;0;230;178;281;0;0;184;0;97;705;0;0;0;0;705
Velenje;Število;333;18;121;121;58;15;167;52;82;16;5;12;34;0;0;2;4;28;74;28;19;11;4;12;23;0;1;3;1;18;17;2;2;1;1;11;21;1;0;4;6;10;15;1;1;1;4;8;25;7;9;0;3;6;23;1;2;3;1;16;21;0;1;2;9;9
Velenje;Površina [m2];23161;609;5172;8053;5915;3412;12353;2310;4815;1251;1027;2950;6343;0;0;133;960;5250;10129;4094;1444;1059;670;2862;4348;0;34;344;110;3860;2417;81;87;56;103;2090;2903;12;0;283;594;2014;2073;39;39;79;510;1406;1957;202;387;0;325;1043;4178;31;117;287;102;3641;2975;0;36;226;1146;1567
Velika Polana;Število;5;1;0;1;3;0;5;0;0;0;2;3;2;0;0;0;1;1;1;0;0;0;0;1;3;0;1;1;0;1;6;2;0;0;4;0;2;0;0;0;1;1;4;0;0;1;0;3;2;0;0;0;2;0;4;0;0;2;1;1;2;0;0;0;0;2
Velika Polana;Površina [m2];517;23;0;66;428;0;974;0;0;0;231;743;445;0;0;0;216;229;125;0;0;0;0;125;265;0;36;89;0;140;499;89;0;0;410;0;259;0;0;0;135;124;533;0;0;84;0;449;275;0;0;0;275;0;302;0;0;50;117;135;239;0;0;0;0;239
Velike Lašèe;Število;8;1;1;1;0;5;4;0;0;0;0;4;5;1;0;0;0;4;3;0;0;0;0;3;7;1;0;1;1;4;8;0;1;0;0;7;11;0;0;0;1;10;8;0;0;0;3;5;10;0;0;2;1;7;10;0;0;0;1;9;7;0;0;1;1;5
Velike Lašèe;Površina [m2];1418;111;121;110;0;1076;766;0;0;0;0;766;1160;251;0;0;0;909;637;0;0;0;0;637;1600;217;0;165;448;770;1322;0;130;0;0;1192;2084;0;0;0;252;1832;1135;0;0;0;368;767;1317;0;0;237;88;992;2030;0;0;0;140;1890;1680;0;0;163;141;1376
Veržej;Število;4;0;1;2;1;0;4;0;1;1;2;0;2;0;0;1;1;0;6;0;0;3;1;2;2;0;0;0;1;1;1;0;0;0;1;0;6;0;0;2;3;1;13;0;8;1;4;0;9;8;0;1;0;0;11;0;0;1;9;1;7;0;0;4;2;1
Veržej;Površina [m2];329;0;35;229;65;0;511;0;67;89;355;0;220;0;0;99;121;0;624;0;0;180;129;315;288;0;0;0;142;146;88;0;0;0;88;0;521;0;0;167;194;160;775;0;240;87;448;0;366;304;0;62;0;0;1075;0;0;98;867;110;848;0;0;453;268;127
Videm;Število;9;0;3;0;5;1;24;0;0;6;5;13;9;1;0;1;3;4;3;0;1;0;2;0;22;1;2;14;2;3;6;0;2;0;2;2;6;1;1;1;0;3;11;1;1;0;3;6;11;2;3;2;2;2;21;2;1;5;7;6;18;1;3;7;2;5
Videm;Površina [m2];1142;0;425;0;544;173;3404;0;0;819;633;1952;1523;21;0;75;679;748;300;0;56;0;244;0;1739;40;230;838;250;381;573;0;111;0;261;201;743;40;20;61;0;622;1821;50;40;0;390;1341;1096;88;229;194;157;428;3016;116;135;533;1018;1214;2006;35;249;661;230;831
Vipava;Število;19;2;0;2;6;9;41;0;1;14;19;7;14;0;0;1;6;7;14;0;0;0;2;12;10;0;0;2;0;8;13;2;1;1;1;8;19;2;2;4;4;7;9;0;0;1;0;8;12;0;2;1;3;6;10;2;0;2;2;4;7;1;0;0;1;5
Vipava;Površina [m2];3466;42;0;242;912;2270;5150;0;61;903;3250;936;2857;0;0;114;891;1852;2680;0;0;0;359;2321;1789;0;0;237;0;1552;1982;79;62;178;114;1549;3195;94;138;441;614;1908;2138;0;0;168;0;1970;1897;0;225;95;518;1059;1316;89;0;234;384;609;1201;49;0;0;183;969
Vitanje;Število;10;0;1;5;1;3;6;0;2;0;1;3;7;0;0;0;2;5;1;0;0;0;0;1;1;0;0;0;1;0;4;0;0;0;2;2;1;0;0;0;0;1;2;0;0;0;1;1;7;1;4;1;0;1;2;0;0;0;1;1;1;0;0;0;0;1
Vitanje;Površina [m2];1433;0;69;390;157;817;939;0;165;0;124;650;1419;0;0;0;317;1102;188;0;0;0;0;188;64;0;0;0;64;0;582;0;0;0;196;386;175;0;0;0;0;175;244;0;0;0;60;184;731;47;319;99;0;266;372;0;0;0;130;242;303;0;0;0;0;303
Vodice;Število;29;0;0;1;4;24;20;0;0;2;3;15;30;4;2;0;4;20;8;0;0;0;0;8;13;0;0;1;0;12;14;2;0;0;0;12;10;0;0;2;0;8;13;0;0;1;0;12;15;1;0;0;5;9;15;0;0;0;1;14;22;3;0;0;3;16
Vodice;Površina [m2];5398;0;0;125;506;4767;3732;0;0;159;410;3163;3399;118;119;0;576;2586;1655;0;0;0;0;1655;2432;0;0;46;0;2386;2597;77;0;0;0;2520;1873;0;0;407;0;1466;2596;0;0;106;0;2490;2793;179;0;0;869;1745;3181;0;0;0;154;3027;3610;422;0;0;474;2714
Vojnik;Število;39;0;5;8;8;18;43;2;3;9;12;17;26;0;1;12;8;5;17;0;2;1;5;9;8;0;0;2;4;2;9;0;0;2;3;4;20;1;0;3;0;16;25;6;3;4;7;5;20;1;2;3;8;6;24;3;1;9;7;4;20;2;0;5;9;4
Vojnik;Površina [m2];6433;0;508;842;1288;3795;6542;164;208;1053;1960;3157;3435;0;80;1112;1171;1072;3273;0;170;85;957;2061;1279;0;0;254;702;323;1418;0;0;192;531;695;1878;55;0;231;0;1592;3156;390;320;478;1059;909;2847;91;180;310;1170;1096;3144;267;50;844;1102;881;3392;155;0;679;1611;947
Vransko;Število;9;0;0;1;7;1;2;0;0;0;2;0;5;0;0;1;3;1;50;0;41;8;0;1;4;0;1;0;3;0;2;0;0;0;1;1;4;0;0;2;0;2;5;0;1;1;1;2;5;0;1;1;2;1;4;1;0;0;0;3;8;0;0;2;3;3
Vransko;Površina [m2];1298;0;0;120;1041;137;468;0;0;0;468;0;727;0;0;98;529;100;6152;0;4994;986;0;172;808;0;51;0;757;0;375;0;0;0;110;265;549;0;0;182;0;367;816;0;50;83;160;523;701;0;48;129;179;345;949;48;0;0;0;901;1330;0;0;198;539;593
